id,category,subcategory,question,answer,source_title,source_type,updated_at,dataset_source
public_faq_0001,account,account_security,How can I create an account?,"To create an account, click on the 'Sign Up' button on the top right corner of our website and follow the instructions to complete the registration process.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0002,payment,payment_issue,What payment methods do you accept?,"We accept major credit cards, debit cards, and PayPal as payment methods for online orders.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0003,delivery,delivery_tracking,How can I track my order?,"You can track your order by logging into your account and navigating to the 'Order History' section. There, you will find the tracking information for your shipment.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0004,refund,refund_policy,What is your return policy?,"Our return policy allows you to return products within 30 days of purchase for a full refund, provided they are in their original condition and packaging. Please refer to our Returns page for detailed instructions.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0005,general,general_support,Can I cancel my order?,"You can cancel your order if it has not been shipped yet. Please contact our customer support team with your order details, and we will assist you with the cancellation process.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0006,delivery,delivery_tracking,How long does shipping take?,"Shipping times vary depending on the destination and the shipping method chosen. Standard shipping usually takes 3-5 business days, while express shipping can take 1-2 business days.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0007,delivery,delivery_tracking,Do you offer international shipping?,"Yes, we offer international shipping to select countries. The availability and shipping costs will be calculated during the checkout process based on your location.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0008,delivery,delivery_tracking,What should I do if my package is lost or damaged?,"If your package is lost or damaged during transit, please contact our customer support team immediately. We will initiate an investigation and take the necessary steps to resolve the issue.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0009,delivery,delivery_tracking,Can I change my shipping address after placing an order?,"If you need to change your shipping address, please contact our customer support team as soon as possible. We will do our best to update the address if the order has not been shipped yet.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0010,general,general_support,How can I contact customer support?,You can contact our customer support team by phone at [phone number] or by email at [email address]. Our team is available [working hours] to assist you with any inquiries or issues you may have.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0011,general,general_support,Do you offer gift wrapping services?,"Yes, we offer gift wrapping services for an additional fee. During the checkout process, you can select the option to add gift wrapping to your order.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0012,product,product_info,What is your price matching policy?,We have a price matching policy where we will match the price of an identical product found on a competitor's website. Please contact our customer support team with the details of the product and the competitor's offer.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0013,general,general_support,Can I order by phone?,"Unfortunately, we do not accept orders over the phone. Please place your order through our website for a smooth and secure transaction.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0014,payment,payment_issue,Are my personal and payment details secure?,"Yes, we take the security of your personal and payment details seriously. We use industry-standard encryption and follow strict security protocols to ensure your information is protected.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0015,product,product_info,What is your price adjustment policy?,"If a product you purchased goes on sale within 7 days of your purchase, we offer a one-time price adjustment. Please contact our customer support team with your order details to request the adjustment.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0016,coupon,coupon_rule,Do you have a loyalty program?,"Yes, we have a loyalty program where you can earn points for every purchase. These points can be redeemed for discounts on future orders. Please visit our website to learn more and join the program.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0017,delivery,delivery_tracking,Can I order without creating an account?,"Yes, you can place an order as a guest without creating an account. However, creating an account offers benefits such as order tracking and easier future purchases.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0018,coupon,coupon_rule,Do you offer bulk or wholesale discounts?,"Yes, we offer bulk or wholesale discounts for certain products. Please contact our customer support team or visit our Wholesale page for more information and to discuss your specific requirements.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0019,product,product_info,Can I change or cancel an item in my order?,"If you need to change or cancel an item in your order, please contact our customer support team as soon as possible. We will assist you with the necessary steps.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0020,product,product_info,How can I leave a product review?,"To leave a product review, navigate to the product page on our website and click on the 'Write a Review' button. You can share your feedback and rating based on your experience with the product.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0021,coupon,coupon_rule,Can I use multiple promo codes on a single order?,"Usually, only one promo code can be applied per order. During the checkout process, enter the promo code in the designated field to apply the discount to your order.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0022,return,return_policy,What should I do if I receive the wrong item?,"If you receive the wrong item in your order, please contact our customer support team immediately. We will arrange for the correct item to be shipped to you and assist with returning the wrong item.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0023,delivery,delivery_tracking,Do you offer expedited shipping?,"Yes, we offer expedited shipping options for faster delivery. During the checkout process, you can select the desired expedited shipping method.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0024,product,product_info,Can I order a product that is out of stock?,"If a product is currently out of stock, you will usually see an option to sign up for product notifications. This way, you will be alerted when the product becomes available again.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0025,product,product_info,What is your email newsletter about?,"Our email newsletter provides updates on new product releases, exclusive offers, and helpful tips related to our products. You can subscribe to our newsletter on our website.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0026,return,return_policy,Can I return a product if I changed my mind?,"Yes, you can return a product if you changed your mind. Please ensure the product is in its original condition and packaging, and refer to our return policy for instructions.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0027,general,general_support,Do you offer live chat support?,"Yes, we offer live chat support on our website during our business hours. Look for the chat icon in the bottom right corner to initiate a chat with our customer support team.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0028,delivery,delivery_tracking,Can I order a product as a gift?,"Yes, you can order a product as a gift and have it shipped directly to the recipient. During the checkout process, you can enter the recipient's shipping address.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0029,coupon,coupon_rule,What should I do if my discount code is not working?,"If your discount code is not working, please double-check the terms and conditions associated with the code. If the issue persists, contact our customer support team for assistance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0030,refund,refund_policy,Can I return a product if it was a final sale item?,Final sale items are usually non-returnable and non-refundable. Please review the product description or contact our customer support team to confirm the return eligibility for specific items.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0031,product,product_info,Do you offer installation services for your products?,Installation services are available for select products. Please check the product description or contact our customer support team for more information and to request installation services.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0032,product,product_info,Can I order a product that is discontinued?,Discontinued products are no longer available for purchase. We recommend exploring alternative products on our website.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0033,return,return_policy,Can I return a product without a receipt?,A receipt or proof of purchase is usually required for returns. Please refer to our return policy or contact our customer support team for assistance.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0034,delivery,delivery_tracking,Can I order a product for delivery to a different country?,"Yes, we offer international shipping to select countries. Please review the available shipping destinations during checkout or contact our customer support for assistance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0035,general,general_support,Can I add a gift message to my order?,"Yes, you can add a gift message during the checkout process. There is usually a section where you can enter your personalized message.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0036,product,product_info,Can I request a product demonstration before making a purchase?,"We do not currently offer product demonstrations before purchase. However, you can find detailed product descriptions, specifications, and customer reviews on our website.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0037,product,product_info,Can I order a product that is listed as 'coming soon'?,Products listed as 'coming soon' are not available for immediate purchase. Please sign up for notifications to be informed when the product becomes available.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0038,invoice,invoice_service,Can I request an invoice for my order?,"Yes, an invoice is usually included with your order. If you require a separate invoice, please contact our customer support team with your order details.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0039,product,product_info,Can I order a product that is labeled as 'limited edition'?,'Limited edition' products may have restricted availability. We recommend placing an order as soon as possible to secure your item.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0040,return,return_policy,Can I return a product if I no longer have the original packaging?,"While returning a product in its original packaging is preferred, you can still initiate a return without it. Contact our customer support team for guidance in such cases.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0041,product,product_info,Can I request a product that is currently out of stock to be reserved for me?,"We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when it becomes available again.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0042,product,product_info,Can I order a product that is listed as 'pre-order' with other in-stock items?,"Yes, you can place an order with a mix of pre-order and in-stock items. However, please note that the entire order will be shipped once all items are available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0043,return,return_policy,Can I return a product if it was damaged during shipping?,"If your product was damaged during shipping, please contact our customer support team immediately. We will guide you through the return and replacement process.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0044,product,product_info,Can I request a product that is out of stock to be restocked?,We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0045,product,product_info,Can I order a product if it is listed as 'backordered'?,Products listed as 'backordered' are temporarily out of stock but can still be ordered. Your order will be fulfilled once the product is restocked.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0046,refund,refund_policy,Can I return a product if it was purchased during a sale or with a discount?,"Yes, you can return a product purchased during a sale or with a discount. The refund will be processed based on the amount paid after the discount.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0047,exchange,exchange_policy,Can I request a product repair or replacement if it is damaged?,"If you receive a damaged product, please contact our customer support team immediately. We will assist you with the necessary steps for repair or replacement.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0048,product,product_info,Can I order a product if it is listed as 'out of stock' but available for pre-order?,"If a product is available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0049,refund,refund_policy,Can I return a product if it was purchased as a gift?,"Yes, you can return a product purchased as a gift. However, refunds will typically be issued to the original payment method used for the purchase.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0050,product,product_info,Can I request a product if it is listed as 'discontinued'?,"Unfortunately, if a product is listed as 'discontinued,' it is no longer available for purchase. We recommend exploring alternative products on our website.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0051,product,product_info,Can I order a product if it is listed as 'sold out'?,"If a product is listed as 'sold out,' it is currently unavailable for purchase. Please check back later or sign up for notifications when it becomes available again.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0052,refund,refund_policy,Can I return a product if it was purchased with a gift card?,"Yes, you can return a product purchased with a gift card. The refund will be issued in the form of store credit or a new gift card.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0053,product,product_info,Can I request a product if it is not currently available in my size?,"If a product is not available in your size, it may be temporarily out of stock. Please check back later or sign up for size notifications.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0054,product,product_info,Can I order a product if it is listed as 'coming soon' but available for pre-order?,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0055,refund,refund_policy,Can I return a product if it was purchased with a discount code?,"Yes, you can return a product purchased with a discount code. The refund will be processed based on the amount paid after the discount.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0056,product,product_info,Can I request a custom order or personalized product?,We do not currently offer custom orders or personalized products. Please explore the available products on our website.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0057,product,product_info,Can I order a product if it is listed as 'temporarily unavailable'?,"If a product is listed as 'temporarily unavailable,' it is out of stock but may be restocked in the future. Please check back later or sign up for notifications.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0058,return,return_policy,Can I return a product if it was damaged due to improper use?,Our return policy generally covers products that are defective or damaged upon arrival. Damage due to improper use may not be eligible for a return. Please contact our customer support team for assistance.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0059,product,product_info,Can I request a product if it is listed as 'coming soon' but not available for pre-order?,"If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0060,product,product_info,Can I order a product if it is listed as 'on hold'?,"If a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0061,return,return_policy,Can I return a product if I no longer have the original receipt?,"While a receipt is preferred for returns, we may be able to assist you without it. Please contact our customer support team for further guidance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0062,product,product_info,Can I request a product that is listed as 'limited edition' to be restocked?,"Once a limited edition product is sold out, it may not be restocked. Limited edition items are available for a limited time only, so we recommend purchasing them while they are available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0063,product,product_info,Can I order a product if it is listed as 'discontinued' but still visible on the website?,"If a product is listed as 'discontinued' but still visible on the website, it may be an error. Please contact our customer support team for clarification.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0064,refund,refund_policy,Can I return a product if it was a clearance or final sale item?,Clearance or final sale items are typically non-returnable and non-refundable. Please review the product description or contact our customer support team for more information.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0065,product,product_info,Can I request a product if it is not listed on your website?,"If a product is not listed on our website, it may not be available for purchase. We recommend exploring the available products or contacting our customer support team for further assistance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0066,product,product_info,Can I order a product if it is listed as 'out of stock' but available for backorder?,"If a product is listed as 'out of stock' but available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0067,return,return_policy,Can I return a product if it was purchased as part of a bundle or set?,"If a product was purchased as part of a bundle or set, the return policy may vary. Please refer to the specific terms and conditions or contact our customer support team for further guidance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0068,product,product_info,Can I request a product that is listed as 'out of stock' to be restocked?,We aim to restock popular products whenever possible. Please sign up for product notifications to be alerted when the item becomes available again.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0069,product,product_info,Can I order a product if it is listed as 'coming soon' and available for pre-order?,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0070,return,return_policy,Can I return a product if it was damaged due to mishandling during shipping?,"If your product was damaged due to mishandling during shipping, please contact our customer support team immediately. We will assist you with the necessary steps for return and replacement.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0071,product,product_info,Can I request a product that is listed as 'out of stock' to be reserved for me?,"We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when the item becomes available again.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0072,product,product_info,Can I order a product if it is listed as 'pre-order' but available for backorder?,"If a product is listed as 'pre-order' and available for backorder, you can place an order to secure your item. The product will be shipped once it becomes available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0073,refund,refund_policy,Can I return a product if it was purchased with store credit?,"Yes, you can return a product purchased with store credit. The refund will be issued in the form of store credit, which you can use for future purchases.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0074,product,product_info,Can I request a product that is currently out of stock to be restocked?,We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0075,product,product_info,Can I order a product if it is listed as 'sold out' but available for pre-order?,"If a product is listed as 'sold out' but available for pre-order, you can place an order to secure your item. The product will be shipped once it becomes available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0076,refund,refund_policy,Can I return a product if it was purchased with a promotional gift card?,"Yes, you can return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0077,product,product_info,Can I request a product if it is not currently available in my preferred color?,"If a product is not available in your preferred color, it may be temporarily out of stock. Please check back later or sign up for color notifications.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0078,product,product_info,Can I order a product if it is listed as 'coming soon' and not available for pre-order?,"If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0079,refund,refund_policy,Can I return a product if it was purchased during a promotional event?,"Yes, you can return a product purchased during a promotional event. The refund will be processed based on the amount paid after any applicable discounts.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0080,account,account_security,How can I reset my password?,"To reset your password, click on the 'Forgot Password' link on the login page and follow the instructions to reset your password.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0081,account,account_security,How do I update my account information?,"To update your account information, log in to your account, navigate to the 'Account Settings' section, and make the necessary changes.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0082,privacy,privacy_security,What is your privacy policy?,"Our privacy policy outlines how we collect, use, and protect your personal information. Please visit our Privacy Policy page for detailed information.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0083,general,general_support,Can I change my order after it has been placed?,"If you need to change your order, please contact our customer support team as soon as possible. We will do our best to accommodate your request if the order has not been processed yet.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0084,account,account_security,How do I unsubscribe from your newsletter?,"To unsubscribe from our newsletter, click on the 'Unsubscribe' link at the bottom of any of our newsletter emails or update your preferences in your account settings.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0085,general,general_support,What are your business hours?,"Our business hours are [working hours]. During these hours, our customer support team is available to assist you with any inquiries or issues.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0086,product,product_info,Do you offer a satisfaction guarantee?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0087,general,general_support,How can I apply for a job at your company?,"To apply for a job at our company, visit our Careers page, where you can find current job openings and submit your application.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0088,product,product_info,What is the warranty on your products?,The warranty on our products varies by item. Please refer to the product page for specific warranty information or contact our customer support team.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
public_faq_0089,refund,refund_policy,Can I request a refund if the price drops after my purchase?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,2026-07-01,MakTek/Customer_support_faqs_dataset
